"","Order_Number","Filing_Date","Payment_Date","Charter","Property_Type","Real_estate","k.u.","Management_ID","LIST_ID","IDENTITY_ID","cast_number","plot_num"
"2172","V-8060/2017-702","04.04.2017 13:03:32","03.05.2017 14:35:15","Smlouva kupní","JED","jednotka è. 3440204, byt v budovì è.p. 344, èást obce Trnitá, na parcele 1127 Trnitá (souèástí je stavba è.p. 344, èst obce Trnitá), podl na spoleènch èstech domu a pozemku 344/3818","Trnitá 610950",48373732010,39755200010,23003277010,"610950","0344"
"2173","V-8068/2017-702","04.04.2017 13:27:50","27.04.2017 11:20:07","Smlouva kupní","JED","jednotka è. 4980016, byt v budovì è.p. 500, 496, 497, 498, 499, èást obce Medlánky, na parcele 1712 Medlánky (souèástí je stavba è.p. 500, 496, 497, 498, 499, èst obce Medlánky), 1713 Medlánky, 1714 Medlánky, 1715 Medlánky, 1716 Medlánky, podl na spoleènch èstech domu a pozemku 5547/554554","Medlánky 611743",48376045010,39757528010,14453168010,"611743","0498"
"2174","V-8080/2017-702","04.04.2017 13:53:39","26.04.2017 12:35:55","Smlouva kupní","JED","jednotka è. 530010, byt v budovì è.p. 53, èást obce Staré Brno, na parcele 1684 Staré Brno (souèástí je stavba è.p. 53, èst obce Staré Brno), podl na spoleènch èstech domu a pozemku 4218/158299","Staré Brno 610089",48376360010,39763119010,666393702,"610089","0053"
"2175","V-8101/2017-702","04.04.2017 14:32:47","28.04.2017 12:23:16","Smlouva kupní","JED","jednotka è. 23950021, byt v budovì è.p. 2395, èást obce Líšeò, na parcele 6265 Líšeò (souèástí je stavba è.p. 2395, èst obce Líšeò), podl na spoleènch èstech domu a pozemku 47/2961","Líšeò 612405",48376755010,39764677010,345484702,"612405","0239"
"2176","V-8103/2017-702","04.04.2017 14:36:21","27.04.2017 16:39:34","Smlouva kupní","JED","jednotka è. 7930001, byt v budovì è.p. 793, èást obce Malomìøice, na parcele 1602 Malomìøice (souèástí je stavba è.p. 793, èst obce Malomìøice), podl na spoleènch èstech domu a pozemku 322/2459","Malomìøice 612499",48376794010,39758185010,690399702,"612499","0793"
"2177","V-8191/2017-702","05.04.2017 12:31:40","27.04.2017 10:49:29","Smlouva kupní","JED","jednotka è. 10340004, byt v budovì è.p. 1034, èást obce Žebìtín, na parcele 1890/23 Žebìtín (souèástí je stavba è.p. 1034, èst obce Žebìtín), podl na spoleènch èstech domu a pozemku 540/52078","Žebìtín 795674",48394569010,39772916010,24862654010,"795674","0103"
"2178","V-8192/2017-702","05.04.2017 12:34:27","02.05.2017 09:58:19","Smlouva kupní","JED","jednotka è. 10340145, byt v budovì è.p. 1034, èást obce Žebìtín, na parcele 1890/23 Žebìtín (souèástí je stavba è.p. 1034, èst obce Žebìtín), podl na spoleènch èstech domu a pozemku 670/52078","Žebìtín 795674",48394605010,39772952010,24862718010,"795674","0103"
"2179","V-8192/2017-702","05.04.2017 12:34:27","02.05.2017 09:58:19","Smlouva kupní","JED","jednotka è. 10340600, garáž v budovì è.p. 1034, èást obce Žebìtín, na parcele 1890/23 Žebìtín (souèástí je stavba è.p. 1034, èst obce Žebìtín), podl na spoleènch èstech domu a pozemku 12047/52078","Žebìtín 795674",48394605010,39772952010,24862729010,"795674","0103"
"2180","V-8193/2017-702","05.04.2017 12:36:56","27.04.2017 10:51:38","Smlouva kupní","JED","jednotka è. 10340023, byt v budovì è.p. 1034, èást obce Žebìtín, na parcele 1890/23 Žebìtín (souèástí je stavba è.p. 1034, èst obce Žebìtín), podl na spoleènch èstech domu a pozemku 486/52078","Žebìtín 795674",48394647010,39772997010,24862668010,"795674","0103"
"2181","V-8194/2017-702","05.04.2017 12:39:28","02.05.2017 09:59:52","Smlouva kupní","JED","jednotka è. 10340026, byt v budovì è.p. 1034, èást obce Žebìtín, na parcele 1890/23 Žebìtín (souèástí je stavba è.p. 1034, èst obce Žebìtín), podl na spoleènch èstech domu a pozemku 304/52078","Žebìtín 795674",48394698010,39773053010,24862671010,"795674","0103"
"2182","V-8195/2017-702","05.04.2017 12:42:32","28.04.2017 08:11:58","Smlouva kupní","JED","jednotka è. 8170008, byt v budovì è.p. 817, èást obce Veveøí, na parcele 1625 Veveøí (souèástí je stavba è.p. 817, èst obce Veveøí), podl na spoleènch èstech domu a pozemku 71/2502","Veveøí 610372",48394754010,39796128010,362017702,"610372","0817"
"2183","V-8200/2017-702","05.04.2017 12:58:13","02.05.2017 07:21:48","Smlouva kupní","JED","jednotka è. 23470007, byt v budovì è.p. 2347, èást obce Královo Pole, na parcele 942/1 Královo Pole (souèástí je stavba è.p. 2347, èst obce Královo Pole), podl na spoleènch èstech domu a pozemku 349/4719","Královo Pole 611484",48394981010,39773363010,14716008010,"611484","0234"
"2184","V-8206/2017-702","05.04.2017 13:19:01","28.04.2017 11:01:30","Smlouva kupní","JED","jednotka è. 6810012, byt v budovì è.p. 681, èást obce Zábrdovice, na parcele 1191 Zábrdovice (souèástí je stavba è.p. 681, èst obce Zábrdovice), podl na spoleènch èstech domu a pozemku 4490/67980","Zábrdovice 610704",48397262010,39774672010,23408333010,"610704","0681"
"2185","V-8207/2017-702","05.04.2017 13:21:40","28.04.2017 12:42:17","Smlouva kupní","JED","jednotka è. 4790001, garáž v budovì è.p. 479, èást obce Trnitá, na parcele 176/5 Trnitá (souèástí je stavba è.p. 479, èst obce Trnitá), podl na spoleènch èstech domu a pozemku 89217/323658","Trnitá 610950",48398395010,39775471010,614433702,"610950","0479"
"2186","V-8207/2017-702","05.04.2017 13:21:40","28.04.2017 12:42:17","Smlouva kupní","JED","jednotka è. 4790603, byt v budovì è.p. 479, èást obce Trnitá, na parcele 176/5 Trnitá (souèástí je stavba è.p. 479, èst obce Trnitá), podl na spoleènch èstech domu a pozemku 7064/323658","Trnitá 610950",48398395010,39775471010,614460702,"610950","0479"
"2187","V-8227/2017-702","05.04.2017 14:16:30","27.04.2017 14:49:11","Smlouva kupní","JED","jednotka è. 2820002, byt v budovì è.p. 282, èást obce Èernovice, na parcele 152 Èernovice (souèástí je stavba è.p. 282, èst obce Èernovice), podl na spoleènch èstech domu a pozemku 11487/21921","Èernovice 611263",48400109010,39776605010,17092301010,"611263","0282"
"2188","V-8242/2017-702","05.04.2017 15:07:00","02.05.2017 14:25:31","Smlouva kupní","JED","jednotka è. 4980003, byt v budovì è.p. 500, 496, 497, 498, 499, èást obce Medlánky, na parcele 1712 Medlánky (souèástí je stavba è.p. 500, 496, 497, 498, 499, èst obce Medlánky), 1713 Medlánky, 1714 Medlánky, 1715 Medlánky, 1716 Medlánky, podl na spoleènch èstech domu a pozemku 5547/554554","Medlánky 611743",48400798010,39777174010,14453153010,"611743","0498"
"2189","V-8249/2017-702","05.04.2017 15:38:40","28.04.2017 12:01:26","Smlouva kupní","JED","jednotka è. 40980041, byt v budovì è.p. 4098, èást obce Židenice, na parcele 8245/1 Židenice (souèástí je stavba è.p. 4098, èst obce Židenice), 8245/2 Židenice, 8245/3 Židenice, podl na spoleènch èstech domu a pozemku 64/3759","Židenice 611115",48401902010,39778654010,370158702,"611115","0409"
"2190","V-8247/2017-702","05.04.2017 15:35:24","03.05.2017 09:28:23","Smlouva kupní","JED","jednotka è. 10230061, garáž v budovì è.p. 1023, èást obce Žebìtín, na parcele 1896/4 Žebìtín (souèástí je stavba è.p. 1023, èst obce Žebìtín), podl na spoleènch èstech domu a pozemku 5553/29597","Žebìtín 795674",48402142010,39777415010,22519062010,"795674","0102"
"2191","V-8248/2017-702","05.04.2017 15:37:15","27.04.2017 10:53:13","Smlouva kupní","JED","jednotka è. 10230061, garáž v budovì è.p. 1023, èást obce Žebìtín, na parcele 1896/4 Žebìtín (souèástí je stavba è.p. 1023, èst obce Žebìtín), podl na spoleènch èstech domu a pozemku 5553/29597","Žebìtín 795674",48402175010,39777441010,22519062010,"795674","0102"
"2192","V-8279/2017-702","06.04.2017 09:37:56","02.05.2017 16:13:12","Smlouva kupní","JED","jednotka è. 16180012, garáž v budovì è.e. 1607, 1608, 1609, 1610, 1611, 1612, 1613, 1614, 1615, 1616, 1617, 1618, 1619, 1620, 1621, 1622, 1623, 1624, 1625, 1626, 1627, 1628, èást obce Lesná, na parcele 1774 Lesná (souèástí je stavba è.e. 1607, 1608, 1609, 1610, 1611, 1612, 1613, 1614, 1615, 1616, 1617, 1618, 1619, 1620, 1621, 1622, 1623, 1624, 1625, 1626, 1627, 1628, èst obce Lesná), 1775 Lesná, 1776 Lesná, 1777 Lesná, 1778 Lesná, 1789 Lesná, 1790 Lesná, 1791 Lesná, 1792 Lesná, 1793 Lesná, 1794 Lesná, 1795 Lesná, 1796 Lesná, 1797 Lesná, 1798 Lesná, 1799 Lesná, 1800 Lesná, 1801 Lesná, 1802 Lesná, 1803 Lesná, 1804 Lesná, 1805 Lesná, podl na spoleènch èstech domu a pozemku 1540/33880","Lesná 610887",48411384010,39789774010,336164702,"610887","0161"
"2193","V-8303/2017-702","06.04.2017 08:00:00","28.04.2017 08:18:27","Smlouva kupní","JED","jednotka è. 3370005, byt v budovì è.p. 337, èást obce Èernovice, na parcele 2146 Èernovice (souèástí je stavba è.p. 337, èst obce Èernovice), podl na spoleènch èstech domu a pozemku 9342/34747","Èernovice 611263",48413732010,39795109010,568863702,"611263","0337"
"2194","V-8307/2017-702","06.04.2017 10:25:45","03.05.2017 12:10:43","Smlouva kupní","JED","jednotka è. 7810105, garáž v budovì è.p. 781, èást obce Starý Lískovec, na parcele 1749/219 Starý Lískovec (souèástí je stavba è.p. 781, èst obce Starý Lískovec), podl na spoleènch èstech domu a pozemku 2036/34267","Starý Lískovec 612014",48415099010,39791627010,15093691010,"612014","0781"
"2195","V-8315/2017-702","06.04.2017 11:04:25","27.04.2017 05:13:00","Smlouva kupní","JED","jednotka è. 5510218, byt v budovì è.p. 551, èást obce Nový Lískovec, na parcele 2380/1 Nový Lískovec (souèástí je stavba è.p. 551, èst obce Nový Lískovec), podl na spoleènch èstech domu a pozemku 9180/870080","Nový Lískovec 610283",48416268010,39792540010,24220602010,"610283","0551"
"2196","V-8315/2017-702","06.04.2017 11:04:25","27.04.2017 05:13:00","Smlouva kupní","JED","jednotka è. 5510601, garáž v budovì è.p. 551, èást obce Nový Lískovec, na parcele 2380/1 Nový Lískovec (souèástí je stavba è.p. 551, èst obce Nový Lískovec), podl na spoleènch èstech domu a pozemku 140910/870080","Nový Lískovec 610283",48416268010,39792540010,24220680010,"610283","0551"
"2197","V-8317/2017-702","06.04.2017 11:11:02","28.04.2017 11:20:45","Smlouva kupní","JED","jednotka è. 4000005, jiný nebytový prostor v budovì è.p. 400, èást obce Štýøice, na parcele 485/1 Štýøice (souèástí je stavba è.p. 400, èst obce Štýøice), podl na spoleènch èstech domu a pozemku 3630/163635","Štýøice 610186",48416345010,39792682010,588795702,"610186","0400"
"2198","V-8326/2017-702","06.04.2017 11:41:39","28.04.2017 11:05:44","Smlouva kupní","JED","jednotka è. 26730060, byt v budovì è.p. 2673, èást obce Královo Pole, na parcele 203/4 Královo Pole (souèástí je stavba è.p. 2673, èst obce Královo Pole), podl na spoleènch èstech domu a pozemku 2309/563657","Královo Pole 611484",48416674010,39793036010,630984702,"611484","0267"
"2199","V-8323/2017-702","06.04.2017 11:33:35","03.05.2017 12:11:05","Smlouva kupní","JED","jednotka è. 5510960, jiný nebytový prostor v budovì è.p. 551, èást obce Nový Lískovec, na parcele 2380/1 Nový Lískovec (souèástí je stavba è.p. 551, èst obce Nový Lískovec), podl na spoleènch èstech domu a pozemku 3770/870080","Nový Lískovec 610283",48417319010,39793588010,24220693010,"610283","0551"
"2200","V-8323/2017-702","06.04.2017 11:33:35","03.05.2017 12:11:05","Smlouva kupní","JED","jednotka è. 5510970, jiný nebytový prostor v budovì è.p. 551, èást obce Nový Lískovec, na parcele 2380/1 Nový Lískovec (souèástí je stavba è.p. 551, èst obce Nový Lískovec), podl na spoleènch èstech domu a pozemku 19780/870080","Nový Lískovec 610283",48417319010,39793588010,24220695010,"610283","0551"
"2201","V-8332/2017-702","06.04.2017 12:04:22","03.05.2017 10:05:55","Smlouva kupní","JED","jednotka è. 9700069, garáž v budovì è.p. 970, èást obce Žebìtín, na parcele 2005/2 Žebìtín (souèástí je stavba è.p. 970, èst obce Žebìtín), 2012/3 Žebìtín, podl na spoleènch èstech domu a pozemku 88448/418378","Žebìtín 795674",48417721010,39798048010,672562702,"795674","0970"
"2202","V-8333/2017-702","06.04.2017 12:07:25","28.04.2017 06:52:38","Smlouva kupní","JED","jednotka è. 40750006, byt v budovì è.p. 4076, 4075, èást obce Židenice, na parcele 8249 Židenice (souèástí je stavba è.p. 4076, 4075, èst obce Židenice), 8250 Židenice, podl na spoleènch èstech domu a pozemku 315/18412","Židenice 611115",48417747010,39798174010,688324702,"611115","0407"
"2203","V-8334/2017-702","06.04.2017 12:09:27","03.05.2017 13:12:53","Smlouva kupní","JED","jednotka è. 21890009, byt v budovì è.p. 2189, èást obce Žabovøesky, na parcele 2378 Žabovøesky (souèástí je stavba è.p. 2189, èst obce Žabovøesky), podl na spoleènch èstech domu a pozemku 7477/93778","Žabovøesky 610470",48417797010,39809342010,493558702,"610470","0218"
"2204","V-8355/2017-702","06.04.2017 13:46:21","03.05.2017 13:08:59","Smlouva kupní","JED","jednotka è. 25560043, byt v budovì è.p. 2556, èást obce Žabovøesky, na parcele 1744/16 Žabovøesky (souèástí je stavba è.p. 2556, èst obce Žabovøesky), podl na spoleènch èstech domu a pozemku 3994/417499","Žabovøesky 610470",48421573010,39797754010,367870702,"610470","0255"
"2205","V-8359/2017-702","06.04.2017 13:53:55","28.04.2017 11:13:01","Smlouva kupní","JED","jednotka è. 8380008, byt v budovì è.p. 838, èást obce Husovice, na parcele 201 Husovice (souèástí je stavba è.p. 838, èst obce Husovice), podl na spoleènch èstech domu a pozemku 684/4028","Husovice 610844",48421736010,39797838010,23413361010,"610844","0838"
"2206","V-8368/2017-702","06.04.2017 14:27:10","28.04.2017 08:35:59","Smlouva kupní","JED","jednotka è. 3570001, jiný nebytový prostor v budovì è.p. 357, èást obce Veveøí, na parcele 312/1 Veveøí (souèástí je stavba è.p. 357, èst obce Veveøí), podl na spoleènch èstech domu a pozemku 16880/93490","Veveøí 610372",48423285010,39798326010,615129702,"610372","0357"
"2207","V-8368/2017-702","06.04.2017 14:27:10","28.04.2017 08:35:59","Smlouva kupní","JED","jednotka è. 3570003, jiný nebytový prostor v budovì è.p. 357, èást obce Veveøí, na parcele 312/1 Veveøí (souèástí je stavba è.p. 357, èst obce Veveøí), podl na spoleènch èstech domu a pozemku 13595/93490","Veveøí 610372",48423285010,39798326010,615131702,"610372","0357"
"2208","V-8368/2017-702","06.04.2017 14:27:10","28.04.2017 08:35:59","Smlouva kupní","JED","jednotka è. 3570007, jiný nebytový prostor v budovì è.p. 357, èást obce Veveøí, na parcele 312/1 Veveøí (souèástí je stavba è.p. 357, èst obce Veveøí), podl na spoleènch èstech domu a pozemku 8570/93490","Veveøí 610372",48423285010,39798326010,615135702,"610372","0357"
"2209","V-8372/2017-702","06.04.2017 14:39:11","28.04.2017 10:02:33","Smlouva kupní","JED","jednotka è. 9470023, byt v budovì è.p. 946, 947, 948, èást obce Bystrc, na parcele 6012/1 Bystrc, 6012/2 Bystrc, 6012/3 Bystrc, 6013/1 Bystrc, 6013/2 Bystrc, 6014/1 Bystrc (souèástí je stavba è.p. 946, 947, 948, èst obce Bystrc), podl na spoleènch èstech domu a pozemku 4095/441174","Bystrc 611778",48423426010,39798478010,321521702,"611778","0947"
"2210","V-8372/2017-702","06.04.2017 14:39:11","28.04.2017 10:02:33","Smlouva kupní","JED","jednotka è. 9470025, dílna nebo provozovna v budovì è.p. 946, 947, 948, èást obce Bystrc, na parcele 6012/1 Bystrc, 6012/2 Bystrc, 6012/3 Bystrc, 6013/1 Bystrc, 6013/2 Bystrc, 6014/1 Bystrc (souèástí je stavba è.p. 946, 947, 948, èst obce Bystrc), podl na spoleènch èstech domu a pozemku 2726/441174","Bystrc 611778",48423426010,39798478010,321474702,"611778","0947"
"2211","V-8382/2017-702","07.04.2017 08:15:30","28.04.2017 06:55:12","Smlouva kupní","JED","jednotka è. 13150101, jiný nebytový prostor v budovì è.p. 1315, èást obce Komín, na parcele 1052/1 Komín (souèástí je stavba è.p. 1315, èst obce Komín), 1052/5 Komín, podl na spoleènch èstech domu a pozemku 200/514990","Komín 610585",48427776010,39804323010,22448144010,"610585","0131"
"2212","V-8416/2017-702","07.04.2017 10:13:00","03.05.2017 07:30:55","Smlouva kupní","JED","jednotka è. 34810002, byt v budovì è.p. 3481, èást obce Židenice, na parcele 6370 Židenice (souèástí je stavba è.p. 3481, èst obce Židenice), podl na spoleènch èstech domu a pozemku 40/487","Židenice 611115",48433964010,39809333010,368164702,"611115","0348"
"2213","V-8422/2017-702","07.04.2017 10:25:24","03.05.2017 15:21:47","Smlouva kupní","JED","jednotka è. 10220150, garáž v budovì è.p. 1022, èást obce Malomìøice, na parcele 2004/2 Malomìøice (souèástí je stavba è.p. 1022, èst obce Malomìøice), podl na spoleènch èstech domu a pozemku 192/22671","Malomìøice 612499",48435142010,39810563010,618172702,"612499","0102"
"2214","V-8431/2017-702","07.04.2017 10:39:02","03.05.2017 06:58:29","Smlouva kupní","JED","jednotka è. 30620004, byt v budovì è.p. 3062, èást obce Líšeò, na parcele 5049/186 Líšeò (souèástí je stavba è.p. 3062, èst obce Líšeò), podl na spoleènch èstech domu a pozemku 1200/16555","Líšeò 612405",48435380010,39810787010,23771458010,"612405","0306"
"2215","V-8431/2017-702","07.04.2017 10:39:02","03.05.2017 06:58:29","Smlouva kupní","JED","jednotka è. 30620021, garáž v budovì è.p. 3062, èást obce Líšeò, na parcele 5049/186 Líšeò (souèástí je stavba è.p. 3062, èst obce Líšeò), podl na spoleènch èstech domu a pozemku 3020/16555","Líšeò 612405",48435380010,39810787010,23771475010,"612405","0306"
"2216","V-8448/2017-702","07.04.2017 11:18:53","03.05.2017 07:08:51","Smlouva kupní","JED","jednotka è. 13280002, byt v budovì è.p. 1328, èást obce Komín, na parcele 224/21 Komín (souèástí je stavba è.p. 1328, èst obce Komín), 224/22 Komín, 224/23 Komín, 226/5 Komín, podl na spoleènch èstech domu a pozemku 500/5625","Komín 610585",48436031010,39811446010,24693783010,"610585","0132"
"2217","V-8463/2017-702","10.04.2017 08:16:37","03.05.2017 07:09:29","Smlouva kupní","JED","jednotka è. 13280009, byt v budovì è.p. 1328, èást obce Komín, na parcele 224/21 Komín (souèástí je stavba è.p. 1328, èst obce Komín), 224/22 Komín, 224/23 Komín, 226/5 Komín, podl na spoleènch èstech domu a pozemku 855/5625","Komín 610585",48452732010,39826297010,24693790010,"610585","0132"
"2218","V-8487/2017-702","10.04.2017 09:57:18","03.05.2017 06:59:00","Smlouva kupní","JED","jednotka è. 720001, byt v budovì è.p. 72, èást obce Staré Brno, na parcele 1493 Staré Brno (souèástí je stavba è.p. 72, èst obce Staré Brno), podl na spoleènch èstech domu a pozemku 10979/122406","Staré Brno 610089",48458632010,39831265010,512482702,"610089","0072"
"2219","V-8510/2017-702","10.04.2017 11:34:35","03.05.2017 14:54:47","Smlouva kupní","JED","jednotka è. 13310103, byt v budovì è.p. 1331, èást obce Bystrc, na parcele 2459/234 Bystrc (souèástí je stavba è.p. 1331, èst obce Bystrc), 2459/235 Bystrc, podl na spoleènch èstech domu a pozemku 3825/471680","Bystrc 611778",48462210010,39835655010,630291702,"611778","0133"
"2220","V-8523/2017-702","10.04.2017 12:23:03","03.05.2017 10:07:05","Smlouva kupní","JED","jednotka è. 10340122, byt v budovì è.p. 1034, èást obce Žebìtín, na parcele 1890/23 Žebìtín (souèástí je stavba è.p. 1034, èst obce Žebìtín), podl na spoleènch èstech domu a pozemku 488/52078","Žebìtín 795674",48464405010,39838826010,24862701010,"795674","0103"
"2221","V-8523/2017-702","10.04.2017 12:23:03","03.05.2017 10:07:05","Smlouva kupní","JED","jednotka è. 10340600, garáž v budovì è.p. 1034, èást obce Žebìtín, na parcele 1890/23 Žebìtín (souèástí je stavba è.p. 1034, èst obce Žebìtín), podl na spoleènch èstech domu a pozemku 12047/52078","Žebìtín 795674",48464405010,39838826010,24862729010,"795674","0103"
"2222","V-8524/2017-702","10.04.2017 12:28:53","03.05.2017 07:11:33","Smlouva kupní","JED","jednotka è. 10340134, byt v budovì è.p. 1034, èást obce Žebìtín, na parcele 1890/23 Žebìtín (souèástí je stavba è.p. 1034, èst obce Žebìtín), podl na spoleènch èstech domu a pozemku 721/52078","Žebìtín 795674",48464431010,39838880010,24862710010,"795674","0103"
"2223","V-8524/2017-702","10.04.2017 12:28:53","03.05.2017 07:11:33","Smlouva kupní","JED","jednotka è. 10340600, garáž v budovì è.p. 1034, èást obce Žebìtín, na parcele 1890/23 Žebìtín (souèástí je stavba è.p. 1034, èst obce Žebìtín), podl na spoleènch èstech domu a pozemku 12047/52078","Žebìtín 795674",48464431010,39838880010,24862729010,"795674","0103"
"2224","V-8527/2017-702","10.04.2017 12:32:22","03.05.2017 10:14:17","Smlouva kupní","JED","jednotka è. 10340001, byt v budovì è.p. 1034, èást obce Žebìtín, na parcele 1890/23 Žebìtín (souèástí je stavba è.p. 1034, èst obce Žebìtín), podl na spoleènch èstech domu a pozemku 501/52078","Žebìtín 795674",48464482010,39838910010,24862730010,"795674","0103"
"2225","V-8561/2017-702","10.04.2017 14:43:04","03.05.2017 14:49:43","Smlouva kupní","JED","jednotka è. 30440017, jiný nebytový prostor v budovì è.p. 3044, èást obce Líšeò, na parcele 6162/2 Líšeò (souèástí je stavba è.p. 3044, èst obce Líšeò), podl na spoleènch èstech domu a pozemku 28/128454","Líšeò 612405",48469236010,39844837010,23307379010,"612405","0304"
"2226","V-8561/2017-702","10.04.2017 14:43:04","03.05.2017 14:49:43","Smlouva kupní","JED","jednotka è. 30440074, garáž v budovì è.p. 3044, èást obce Líšeò, na parcele 6162/2 Líšeò (souèástí je stavba è.p. 3044, èst obce Líšeò), podl na spoleènch èstech domu a pozemku 26014/128454","Líšeò 612405",48469236010,39844837010,23309365010,"612405","0304"
"2227","V-8561/2017-702","10.04.2017 14:43:04","03.05.2017 14:49:43","Smlouva kupní","JED","jednotka è. 30440216, byt v budovì è.p. 3044, èást obce Líšeò, na parcele 6162/2 Líšeò (souèástí je stavba è.p. 3044, èst obce Líšeò), podl na spoleènch èstech domu a pozemku 612/128454","Líšeò 612405",48469236010,39844837010,23309451010,"612405","0304"
"2228","V-8580/2017-702","10.04.2017 16:01:02","03.05.2017 14:50:12","Smlouva kupní","JED","jednotka è. 7960010, byt v budovì è.p. 798, 794, 796, èást obce Veveøí, na parcele 1591 Veveøí (souèástí je stavba è.p. 798, 794, 796, èst obce Veveøí), podl na spoleènch èstech domu a pozemku 6490/593450","Veveøí 610372",48471254010,39846683010,22303927010,"610372","0796"
"2229","V-8637/2017-702","11.04.2017 10:38:09","03.05.2017 10:18:59","Smlouva kupní","JED","jednotka è. 10340126, byt v budovì è.p. 1034, èást obce Žebìtín, na parcele 1890/23 Žebìtín (souèástí je stavba è.p. 1034, èst obce Žebìtín), podl na spoleènch èstech domu a pozemku 492/52078","Žebìtín 795674",48481895010,39858038010,24862705010,"795674","0103"
"2230","V-8644/2017-702","11.04.2017 11:01:23","03.05.2017 14:50:53","Smlouva kupní","JED","jednotka è. 2500019, garáž v budovì è.p. 250, èást obce Lesná, na parcele 891/1 Lesná (souèástí je stavba è.p. 250, èst obce Lesná), podl na spoleènch èstech domu a pozemku 1120/103330","Lesná 610887",48483084010,39862779010,341536702,"610887","0250"
"2231","V-8664/2017-702","11.04.2017 11:38:11","03.05.2017 07:11:04","Smlouva kupní","JED","jednotka è. 13280007, byt v budovì è.p. 1328, èást obce Komín, na parcele 224/21 Komín (souèástí je stavba è.p. 1328, èst obce Komín), 224/22 Komín, 224/23 Komín, 226/5 Komín, podl na spoleènch èstech domu a pozemku 405/5625","Komín 610585",48483637010,39860625010,24693788010,"610585","0132"
"2232","V-8689/2017-702","11.04.2017 13:20:04","03.05.2017 14:52:03","Smlouva kupní","JED","jednotka è. 1530203, byt v budovì è.p. 153, èást obce Lesná, na parcele 185/1 Lesná (souèástí je stavba è.p. 153, èst obce Lesná), 185/4 Lesná, podl na spoleènch èstech domu a pozemku 8063/696780","Lesná 610887",48486893010,39864524010,577613702,"610887","0153"
"2233","V-8696/2017-702","11.04.2017 13:40:07","03.05.2017 13:08:09","Smlouva kupní","JED","jednotka è. 6960006, byt v budovì è.p. 696, èást obce Husovice, na parcele 1552 Husovice (souèástí je stavba è.p. 696, èst obce Husovice), podl na spoleènch èstech domu a pozemku 466/4229","Husovice 610844",48491170010,39864787010,24729824010,"610844","0696"
"2234","V-8707/2017-702","11.04.2017 14:08:02","03.05.2017 07:09:52","Smlouva kupní","JED","jednotka è. 24440011, byt v budovì è.p. 2444, èást obce Žabovøesky, na parcele 2375/32 Žabovøesky (souèástí je stavba è.p. 2444, èst obce Žabovøesky), podl na spoleènch èstech domu a pozemku 7646/107969","Žabovøesky 610470",48491506010,39865103010,366482702,"610470","0244"
"2235","V-8723/2017-702","12.04.2017 08:00:00","03.05.2017 06:58:22","Smlouva kupní","JED","jednotka è. 10340103, byt v budovì è.p. 1034, èást obce Žebìtín, na parcele 1890/23 Žebìtín (souèástí je stavba è.p. 1034, èst obce Žebìtín), podl na spoleènch èstech domu a pozemku 712/52078","Žebìtín 795674",48492030010,39868152010,24862691010,"795674","0103"
"2236","V-8723/2017-702","12.04.2017 08:00:00","03.05.2017 06:58:22","Smlouva kupní","JED","jednotka è. 10340600, garáž v budovì è.p. 1034, èást obce Žebìtín, na parcele 1890/23 Žebìtín (souèástí je stavba è.p. 1034, èst obce Žebìtín), podl na spoleènch èstech domu a pozemku 12047/52078","Žebìtín 795674",48492030010,39868152010,24862729010,"795674","0103"
"2237","V-8735/2017-702","12.04.2017 08:00:00","03.05.2017 06:54:00","Smlouva kupní","JED","jednotka è. 10340042, byt v budovì è.p. 1034, èást obce Žebìtín, na parcele 1890/23 Žebìtín (souèástí je stavba è.p. 1034, èst obce Žebìtín), podl na spoleènch èstech domu a pozemku 287/52078","Žebìtín 795674",48496091010,39870535010,24862681010,"795674","0103"
"2238","V-8738/2017-702","12.04.2017 08:00:00","03.05.2017 10:32:35","Smlouva kupní","JED","jednotka è. 10340146, byt v budovì è.p. 1034, èást obce Žebìtín, na parcele 1890/23 Žebìtín (souèástí je stavba è.p. 1034, èst obce Žebìtín), podl na spoleènch èstech domu a pozemku 492/52078","Žebìtín 795674",48496183010,39870665010,24862719010,"795674","0103"
"2239","V-16366/2016-702","19.07.2016 12:26:16","21.02.2017 12:47:47","Smlouva kupní","PAR","è. 738 Husovice (souèástí je stavba è.p. 188, èst obce Husovice)","Husovice 610844",44384002010,36066412010,1432365702,"610844","0738"
"2240","V-24258/2016-702","21.10.2016 10:15:49","27.01.2017 12:21:46","Smlouva kupní","PAR","è. 92/2 Trnitá (souèástí je stavba budova bez èp/èe, stavba pro výrobu a skladování)","Trnitá 610950",45814734010,37393958010,47373664010,"610950","0092/2"
"2241","V-24355/2016-702","24.10.2016 09:58:39","27.01.2017 08:54:33","Smlouva kupní","PAR","è. 4422/151 Líšeò","Líšeò 612405",45840556010,37411649010,1480794702,"612405","4422/151"
"2242","V-24355/2016-702","24.10.2016 09:58:39","27.01.2017 08:54:33","Smlouva kupní","PAR","è. 4422/271 Líšeò (souèástí je stavba è.p. 2902, èst obce Líšeò)","Líšeò 612405",45840556010,37411649010,2297847702,"612405","4422/271"
"2243","V-24355/2016-702","24.10.2016 09:58:39","27.01.2017 08:54:33","Smlouva kupní","PAR","è. 4422/273 Líšeò","Líšeò 612405",45840556010,37411649010,2297849702,"612405","4422/273"
